"06/06/08","C0001","SI160491","0038290-0003","Ring ladies","1","PCS","161.1","161.1","585","WG","0","VOLUME","EX 2006-3","10832-LP000511333000","EB038444","0090565-0003","SOR040191","80000","3.69","211000425615","3.69074","09/05/08","EXCLUSIVE","3.69074","0.0198698524663454374"
"06/06/08","C0010","SI160458","0038339-0003","Ring ladies amethyst","1","PCS","158.1","158.1","750","RG","0","CUSTOM","GLCOL06-07","10886-LP006737000000","EB003078/Sample","0090680-0003","SOR040318","20000","8.32","241000024507","8.317","22/05/08","GEORGLAUER","8.317","0.0199370388313705319"
"06/06/08","C0010","SI160460","0038348-0009","Ring ladies bl. topaz treat.","1","PCS","138.6","138.6","585","WG","0","CUSTOM","GLCOL06-07","10895-LP007511000000","EB003084","0090689-0009","SOR040364","10000","9.25","241000024558","9.245","28/05/08","GEORGLAUER","9.245","0.0199370388313705319"
"06/06/08","C0001","SI160490","0038410-0015","Pendant","25","PCS","29.5","737.5","375","WG","0","VOLUME","CL 2007-1","10946-GP000411433000","EB038274","0090763-0015","SOR040003","160000","1.85","211000424210","1.84832","21/04/08","CLASSIC","1.84832","0.0198698524663454374"
"06/06/08","C0001","SI160490","0038424-0005","Earring Creole Green Amethyst!","12","PAIR","68","816","375","WG","0","VOLUME","CL 2007-1","10960-EP131411433091","EB038274","0090901-0005","SOR040003","60000","4.37","211000424200","4.36513333333333334","21/04/08","CLASSIC","4.36513333333333334","0.0198698524663454374"
"06/06/08","C0001","SI160490","0038425-0006","Pendant Green Amethyste treat.","15","PCS","40.1","601.5","375","WG","0","VOLUME","CL 2007-1","10961-GP131411433000","EB038274","0090902-0006","SOR040003","110000","2.34","211000424205","2.3367","21/04/08","CLASSIC","2.3367","0.0198698524663454374"
"06/06/08","C0001","SI160490","0038484-0009","stud earring Rose Amethyst","12","PAIR","59.3","711.6","375","WG","0","VOLUME","CL 2007-1","10963-CP069411433031","EB038274","0090777-0007","SOR040003","50000","2.91","211000424199","2.90677333333333334","21/04/08","CLASSIC","2.90677333333333334","0.0198698524663454374"
"06/06/08","C0001","SI160490","0038485-0008","Pendant Rose Amethyst","15","PCS","40.3","604.5","375","WG","0","VOLUME","CL 2007-1","10964-GP069411433000","EB038274","0090778-0005","SOR040003","100000","1.78","211000424204","1.77964","21/04/08","CLASSIC","1.77964","0.0198698524663454374"
"06/06/08","C0001","SI160463","0038486-0003","Ring ladies Rose Amethyst","1","PCS","93.3","93.3","750","WG","0","VOLUME","CL 2007-1","10965-LP069711433000","EB038548/Sample","0090779-0004","SOR040313","30000","4.14","211000426395","4.14364","21/05/08","CLASSIC","4.14364","0.0199370388313705319"
"06/06/08","C0001","SI160461","0038506-0002","Earring Omega Pink Topaz","1","PAIR","103.5","103.5","585","WG","0","VOLUME","CL 2006-3","11026-AP056511000086","EB038458","0090714-0002","SOR040202","70000","6.43","211000425733","6.434","09/05/08","CLASSIC","6.434","0.0199370388313705319"
"06/06/08","C0001","SI160490","0038713-0011","Drop earring fwp creme","12","PAIR","34.9","418.8","375","YG","0","VOLUME","CL 2007-1","11130-BP040421433031","EB038274","0090889-0012","SOR040003","40000","1.79","211000424198","1.78589333333333334","21/04/08","CLASSIC","1.78589333333333334","0.0198698524663454374"
"06/06/08","C0001","SI160490","0038714-0008","Pendant fwp creme","15","PCS","29.7","445.5","375","YG","0","VOLUME","CL 2007-1","11131-GP040421433000","EB038274","0090890-0009","SOR040003","70000","1.14","211000424201","1.14132666666666667","21/04/08","CLASSIC","1.14132666666666667","0.0198698524663454374"
"06/06/08","C0001","SI160466","0038759-0002","Earring Creole","1","PAIR","247","247","750","RG/WG","0","VOLUME","EX 2007-1","11187-EP000781333091","EB038514/Sensitive","0091012-0002","SOR040277","10000","6.29","211000426179","6.28936","20/05/08","EXCLUSIVE","6.28936","0.0199370388313705319"
"06/06/08","C0010","SI160459","0038865-0002","Ring ladies ruby","1","PCS","117.8","117.8","585","WG","0","CUSTOM","GLCOL2007","11252-LP001511000000","EB003085","0091090-0002","SOR040365","10000","6.07","241000024559","6.07","28/05/08","GEORGLAUER","6.07","0.0199370388313705319"
"06/06/08","C0001","SI160490","0039043-0005","stud earring fwp creme","15","PAIR","45.7","685.5","375","WG","0","VOLUME","CL 2007-2","11363-CP040411433031","EB038274","0091259-0007","SOR040003","90000","3.03","211000424203","3.02726666666666666","21/04/08","CLASSIC","3.02726666666666666","0.0198698524663454374"
"06/06/08","C0001","SI160490","0039044-0009","Pendant fwp creme","20","PCS","45.5","910","375","WG","0","VOLUME","CL 2007-2","11364-GP040411433000","EB038274","0091260-0011","SOR040003","140000","2.5","211000424208","2.502","21/04/08","CLASSIC","2.502","0.0198698524663454374"
"06/06/08","C0001","SI160484","0039046-0002","stud earring bl. topaz treat.","-1","PAIR","0","0","585","WG","0","VOLUME","CL 2007-2","11366-CP007511433031","VLS147702","0091262-0002","REP009004","10000","4.31","","4.31","22/05/08","CLASSIC","0","0.0198698524663454374"
"06/06/08","C0001","SI160484","0039046-0002","stud earring bl. topaz treat.","1","PAIR","0","0","585","WG","0","VOLUME","CL 2007-2","11366-CP007511433031","VLS147702","0091262-0002","REP009004","20000","4.47","","4.4692","22/05/08","CLASSIC","4.4692","0.0198698524663454374"
"06/06/08","C0001","SI160491","0039203-0004","Clip pendant","1","PCS","369.1","369.1","585","WG","0","VOLUME","EX 2007-2","11577-IP000511383000","EB038444","0091140-0004","SOR040191","130000","6.02","211000425620","6.023","09/05/08","EXCLUSIVE","6.023","0.0198698524663454374"
"06/06/08","C0001","SI160462","0039215-0004","Earring Omega","1","PAIR","223.7","223.7","585","WG","0","VOLUME","EX 2007-2","11582-AP000511383086","EB038452","0091148-0006","SOR040199","10000","4.77","211000425666","4.77044","09/05/08","EXCLUSIVE","4.77044","0.0199370388313705319"
"06/06/08","C0001","SI160462","0039216-0004","Clip pendant","1","PCS","200.7","200.7","585","WG","0","VOLUME","EX 2007-2","11583-IP000511383000","EB038452","0091149-0006","SOR040199","20000","3.12","211000425667","3.1152","09/05/08","EXCLUSIVE","3.1152","0.0199370388313705319"
"06/06/08","C0001","SI160462","0039217-0004","Ring ladies","1","PCS","218.3","218.3","585","WG","0","VOLUME","EX 2007-2","11584-LP000511383000","EB038452","0091150-0006","SOR040199","30000","4.56","211000425668","4.5552","09/05/08","EXCLUSIVE","4.5552","0.0199370388313705319"
"06/06/08","C0001","SI160491","0039437-0003","Earring Omega","1","PAIR","216.1","216.1","585","WG","0","VOLUME","EX 2007-2","11754-AB000511333086","EB038444","0091145-0003","SOR040191","10000","7","211000425608","6.9996","09/05/08","EXCLUSIVE","6.9996","0.0198698524663454374"
"06/06/08","C0001","SI160491","0039438-0004","Pendant","1","PCS","178.4","178.4","585","WG","0","VOLUME","EX 2007-2","11755-GB000511333000","EB038444","0091146-0004","SOR040191","20000","4.93","211000425609","4.92934","09/05/08","EXCLUSIVE","4.92934","0.0198698524663454374"
"06/06/08","C0001","SI160491","0039439-0003","Ring ladies","1","PCS","199.1","199.1","585","WG","0","VOLUME","EX 2007-2","11756-LB000511333000","EB038444","0091147-0003","SOR040191","30000","6.62","211000425610","6.61934","09/05/08","EXCLUSIVE","6.61934","0.0198698524663454374"
"06/06/08","C0001","SI160491","0039840-0006","Earring Omega","1","PAIR","271.9","271.9","585","WG","0","CUSTOM","CL-DIV07-1","11212-AP000511383086","EB038444","0091437-0007","SOR040191","120000","6.17","211000425619","6.1746","09/05/08","MKS BRAND","6.1746","0.0198698524663454374"
"06/06/08","C0010","SI160495","0040140-0001","Ring ladies","2","PCS","5.6","11.2","Silver","","0","VOLUME","SOL2007-2","11838-LP000100000000","EB003096","0091492-0007","SOR040425","50000","6.2","241000024632","6.195","05/06/08","SOLITAIRE","6.195","0.0198698524663454374"
"06/06/08","C0197","SI160503","0040174-0004","RING-SS 3 PA 1ROW BAND","2","PCS","29.65","59.3","Silver","","0","CUSTOM","MKS-BKK07","A2861-LP069101000000","PO#152788","SKU#1821183","SOR040203","10000","4.03","","4.03","09/05/08","MKS BRAND","3.572","0.0305548765582987045"
"06/06/08","C0197","SI160501","0040179-0004","PEND-SS 3 PA CIRCLE","5","PCS","47.55","237.75","Silver","","0","CUSTOM","MKS-BKK07","A2866-GP069101000035","PO#151923","1811183","SOR039559","40000","4.83","","4.83","11/03/08","MKS BRAND","6.69226666666666667","0.0305548765582987045"
"06/06/08","C0197","SI160501","0040179-0009","PEND-SS 3 BT CIRCLE","5","PCS","45.72","228.6","Silver","","0","CUSTOM","MKS-BKK07","A2866-GP107101000035","PO#151923","1811182","SOR039559","30000","4.83","","4.83","11/03/08","MKS BRAND","6.7748","0.0305548765582987045"
"06/06/08","C0010","SI160494","0040316-0002","Ring ladies","1","PCS","618","618","750","WG","0","CUSTOM","LAUDIER 7","12071-LP000711933000","EB003080/Collection","0091880-0002","SOR040322","80000","12.35","241000024514","12.35","22/05/08","LAUDIER","12.35","0.0198698524663454374"
"06/06/08","C0001","SI160461","0040323-0005","Pendant bl. topaz treat.","1","PCS","40.1","40.1","585","RG/WG","0","VOLUME","CL 2007-3","12033-GP007581000000","EB038458","0091549-0005","SOR040202","90000","2.53","211000425735","2.532","09/05/08","CLASSIC","2.532","0.0199370388313705319"
"06/06/08","C0001","SI160461","0040324-0005","Ring ladies bl. topaz treat.","1","PCS","61.8","61.8","585","RG/WG","0","VOLUME","CL 2007-3","12034-LP007581000000","EB038458","0091550-0005","SOR040202","100000","4.44","211000425736","4.442","09/05/08","CLASSIC","4.442","0.0199370388313705319"
"06/06/08","C0010","SI160495","0040387-0001","Ring ladies","2","PCS","5.6","11.2","Silver","","0","VOLUME","SOL2007-2","11832-LP000100000000","EB003096","0091489-0008","SOR040425","30000","5.46","241000024630","5.46","05/06/08","SOLITAIRE","5.46","0.0198698524663454374"
"06/06/08","C0010","SI160495","0040390-0001","Ring ladies","2","PCS","5.6","11.2","Silver","","0","VOLUME","SOL2007-2","11844-LP000100000000","EB003096","0091495-0007","SOR040425","70000","6.21","241000024634","6.205","05/06/08","SOLITAIRE","6.205","0.0198698524663454374"
"06/06/08","C0010","SI160495","0040393-0001","Ring ladies","2","PCS","5.6","11.2","Silver","","0","VOLUME","SOL2007-2","11847-LP000100000000","EB003096","0091498-0007","SOR040425","80000","7.48","241000024635","7.475","05/06/08","SOLITAIRE","7.475","0.0198698524663454374"
"06/06/08","C0001","SI160464","0040558-0002","stud earring","3","PAIR","105.5","316.5","585","YG/WG","0","VOLUME","CL 2007-3","12195-CP000541433998","EB037908","0091797-0002","SOR039666","20000","5.16","211000420620","5.15857333333333334","19/03/08","CLASSIC","5.15857333333333334","0.0199370388313705319"
"06/06/08","C0001","SI160464","0040559-0002","Pendant","3","PCS","73.5","220.5","585","YG/WG","0","VOLUME","CL 2007-3","12196-GP000541433000","EB037908","0091798-0002","SOR039666","30000","3.51","211000420621","3.51033333333333333","19/03/08","CLASSIC","3.51033333333333333","0.0199370388313705319"
"06/06/08","C0001","SI160471","0040566-0002","Ring ladies","1","PCS","75.4","75.4","585","YG","0","VOLUME","CL 2007-3","12203-LP000521433000","EB038558/Sensitive","0091805-0002","SOR040327","20000","3.97","211000426463","3.9657","22/05/08","CLASSIC","3.9657","0.0198698524663454374"
"06/06/08","C0001","SI160464","0040568-0002","Pendant","3","PCS","111","333","585","RG/WG","0","VOLUME","CL 2007-3","12205-GP000581433000","EB037908","0091807-0002","SOR039666","10000","4.95","211000420619","4.94993333333333333","19/03/08","CLASSIC","4.94993333333333333","0.0199370388313705319"
"06/06/08","C0001","SI160498","0040688-0003","Necklace","16","PCS","269","4,304","585","YG/WG","0","CUSTOM","CL-DIV07-2","11800-KP000547F32000","EB038468/Sensitive","0091427-0003","SOR040211","90000","7.02","211000425808","7.016085","12/05/08","MKS BRAND","7.016085","0.0198698524663454374"
"06/06/08","C0001","SI160492","0040689-0003","Ring ladies","1","PCS","222.1","222.1","585","YG/WG","0","CUSTOM","CL-DIV07-2","11801-LP000541F32000","EB038580/Sensitive","0091428-0003","SOR040371","10000","3.45","211000426590","3.45046","28/05/08","MKS BRAND","3.45046","0.0198698524663454374"
"06/06/08","C0001","SI160498","0040689-0003","Ring ladies","2","PCS","227.2","454.4","585","YG/WG","0","CUSTOM","CL-DIV07-2","11801-LP000541F32000","EB038468/Sensitive","0091428-0003","SOR040211","30000","3.86","211000425802","3.86046","12/05/08","MKS BRAND","3.86046","0.0198698524663454374"
"06/06/08","C0001","SI160498","0040689-0003","Ring ladies","2","PCS","231.2","462.4","585","YG/WG","0","CUSTOM","CL-DIV07-2","11801-LP000541F32000","EB038468/Sensitive","0091428-0003","SOR040211","40000","4.18","211000425803","4.18046","12/05/08","MKS BRAND","4.18046","0.0198698524663454374"
"06/06/08","C0001","SI160498","0040689-0003","Ring ladies","3","PCS","226.6","679.8","585","YG/WG","0","CUSTOM","CL-DIV07-2","11801-LP000541F32000","EB038468/Sensitive","0091428-0003","SOR040211","50000","3.81","211000425804","3.80712666666666667","12/05/08","MKS BRAND","3.80712666666666667","0.0198698524663454374"
"06/06/08","C0001","SI160498","0040689-0003","Ring ladies","4","PCS","224.7","898.8","585","YG/WG","0","CUSTOM","CL-DIV07-2","11801-LP000541F32000","EB038468/Sensitive","0091428-0003","SOR040211","60000","3.66","211000425805","3.65546","12/05/08","MKS BRAND","3.65546","0.0198698524663454374"
"06/06/08","C0001","SI160498","0040689-0003","Ring ladies","4","PCS","230.8","923.2","585","YG/WG","0","CUSTOM","CL-DIV07-2","11801-LP000541F32000","EB038468/Sensitive","0091428-0003","SOR040211","70000","4.15","211000425806","4.15296","12/05/08","MKS BRAND","4.15296","0.0198698524663454374"
"06/06/08","C0001","SI160498","0040692-0003","stud earring","10","PAIR","183.9","1,839","585","YG/WG","0","CUSTOM","CL-DIV07-2","11799-CP000541F32031","EB038468/Sensitive","0091426-0003","SOR040211","80000","1.99","211000425807","1.9904","12/05/08","MKS BRAND","1.9904","0.0198698524663454374"
"06/06/08","C0010","SI160494","0041255-0002","CUFFLINKS onyx","1","PAIR","310.5","310.5","750","YG","0","CUSTOM","LAUDIER 8","12347-QP020727000000","EB003080/Collection","0091884-0002","SOR040322","60000","16.13","241000024512","16.13","22/05/08","LAUDIER","16.13","0.0198698524663454374"
"06/06/08","C0197","SI160502","0041579-0002","PEND-18WG DIA PAVEE ONO","5","PCS","1,893.38","9,466.9","750","WG","0","CUSTOM","MKS-BKK07","A3604-GP000711D33035","PO#152531","1811254","SOR040078","10000","7.52","","7.52","28/04/08","MKS BRAND","15.5756","0.0305548765582987045"
"06/06/08","C0010","SI160489","0041804-0002","Pendant","1","PCS","89.4","89.4","585","YG/WG","0","VOLUME","GLT2008-1","12706-GB000541333000","EB003059","0092296-0002","SOR040258","30000","4.69","241000024183","4.68828","16/05/08","GL-TREND","4.68828","0.0198698524663454374"
"06/06/08","C0001","SI160491","0041964-0004","stud earring","1","PAIR","321","321","585","WG","0","VOLUME","EX 2008-1","12808-CP000511383031","EB038444","0092277-0004","SOR040191","170000","3.95","211000425624","3.94856","09/05/08","EXCLUSIVE","3.94856","0.0198698524663454374"
"06/06/08","C0001","SI160491","0041965-0007","Clip pendant","1","PCS","232.9","232.9","585","WG","0","VOLUME","EX 2008-1","12809-IP000511383000","EB038444","0092278-0008","SOR040191","180000","3.5","211000425625","3.49952","09/05/08","EXCLUSIVE","3.49952","0.0198698524663454374"
"06/06/08","C0001","SI160491","0041966-0006","Ring ladies","1","PCS","265.4","265.4","585","WG","0","VOLUME","EX 2008-1","12810-LP000511383000","EB038444","0092279-0007","SOR040191","190000","6.24","211000425626","6.23952","09/05/08","EXCLUSIVE","6.23952","0.0198698524663454374"
"06/06/08","C0001","SI160493","0042214-0002","Ring ladies fwp creme","4","PCS","67.3","269.2","585","RG/WG","0","VOLUME","CL 2008-2","12831-LP040581433000","EB038499/Coll CL2008-2 (GD)","0092477-0002","SOR040259","30000","4.01","211000426095","4.01144","16/05/08","CLASSIC","4.01144","0.0198698524663454374"
"06/06/08","C0001","SI160490","0042218-0004","Drop earring fwp creme","15","PAIR","37.6","564","375","WG","0","VOLUME","CL 2008-2","12835-BP040411433031","EB038274","0092481-0007","SOR040003","80000","2.15","211000424202","2.15230666666666666","21/04/08","CLASSIC","2.15230666666666666","0.0198698524663454374"
"06/06/08","C0001","SI160490","0042219-0004","Pendant fwp creme","20","PCS","22","440","375","WG","0","VOLUME","CL 2008-2","12836-GP040411433000","EB038274","0092482-0005","SOR040003","130000","1.09","211000424207","1.0946","21/04/08","CLASSIC","1.0946","0.0198698524663454374"
"06/06/08","C0001","SI160483","0042221-0003","Drop earring WCZ/PFW creme","-1","PAIR","0","0","Silver","","0","VOLUME","CL 2008-2","12838-BP310100000031","VLS147704","0092484-0003","REP009001","10000","2.93","","2.92666666666666667","21/05/08","CLASSIC","0","0.0198698524663454374"
"06/06/08","C0001","SI160483","0042221-0003","Drop earring WCZ/PFW creme","1","PAIR","0","0","Silver","","0","VOLUME","CL 2008-2","12838-BP310100000031","VLS147704","0092484-0003","REP009001","20000","2.64","","2.6416","21/05/08","CLASSIC","2.6416","0.0198698524663454374"
"06/06/08","C0001","SI160490","0042402-0007","Pendant","16","PCS","31.3","500.8","375","WG","0","VOLUME","CL 2008-2","12970-GP000411433000","EB038274","0092488-0008","SOR040003","120000","1.72","211000424206","1.721085","21/04/08","CLASSIC","1.721085","0.0198698524663454374"
"06/06/08","C0001","SI160490","0042404-0006","stud earring","30","PAIR","28.3","849","375","WG","0","VOLUME","CL 2008-2","12972-CP000411433031","EB038274","0092490-0006","SOR040003","170000","1.55","211000424211","1.55286666666666667","21/04/08","CLASSIC","1.55286666666666667","0.0198698524663454374"
"06/06/08","C0001","SI160490","0042405-0006","Pendant","25","PCS","24.3","607.5","375","WG","0","VOLUME","CL 2008-2","12973-GP000411433000","EB038274","0092491-0007","SOR040003","150000","1.16","211000424209","1.1648","21/04/08","CLASSIC","1.1648","0.0198698524663454374"
"06/06/08","C0001","SI160469","0042413-0002","Earring Creole","1","PAIR","63.6","63.6","585","YG","0","VOLUME","CL 2008-2","12981-EP000521433091","EB038254","0092499-0002","SOR039979","40000","3.14","211000424104","3.13872","17/04/08","CLASSIC","3.13872","0.0198698524663454374"
"06/06/08","C0001","SI160469","0042414-0002","Pendant","1","PCS","45","45","585","YG","0","VOLUME","CL 2008-2","12982-GP000521433000","EB038254","0092500-0002","SOR039979","50000","2.06","211000424105","2.06078","17/04/08","CLASSIC","2.06078","0.0198698524663454374"
"06/06/08","C0001","SI160469","0042415-0002","Ring ladies","1","PCS","51.9","51.9","585","YG/WG","0","VOLUME","CL 2008-2","12983-LP000541433000","EB038254","0092501-0002","SOR039979","60000","2.62","211000424106","2.62078","17/04/08","CLASSIC","2.62078","0.0198698524663454374"
"06/06/08","C0001","SI160487","0042453-0014","Pendant garnet","1","PCS","79.7","79.7","585","YG","0","VOLUME","CL 2008-2","12994-GP016521433000","EB038460","0092512-0014","SOR040205","20000","2.75","211000425753","2.752","12/05/08","CLASSIC","2.752","0.0198698524663454374"
"06/06/08","C0001","SI160487","0042454-0012","Ring ladies garnet","1","PCS","117","117","585","YG","0","VOLUME","CL 2008-2","12995-LP016521433000","EB038460","0092513-0013","SOR040205","10000","5.78","211000425752","5.782","12/05/08","CLASSIC","5.782","0.0198698524663454374"
"06/06/08","C0001","SI160491","0042455-0004","Earring Creole","1","PAIR","492.4","492.4","585","WG","0","VOLUME","EX 2008-2","12963-EP000511383091","EB038444","0092599-0004","SOR040191","200000","9.08","211000425627","9.0792","09/05/08","EXCLUSIVE","9.0792","0.0198698524663454374"
"06/06/08","C0001","SI160491","0042456-0004","Clip pendant","1","PCS","459.2","459.2","585","WG","0","VOLUME","EX 2008-2","12964-IP000511383000","EB038444","0092600-0004","SOR040191","210000","5.81","211000425628","5.80912","09/05/08","EXCLUSIVE","5.80912","0.0198698524663454374"
"06/06/08","C0001","SI160491","0042457-0004","Ring ladies","1","PCS","515.7","515.7","585","WG","0","VOLUME","EX 2008-2","12965-LP000511383000","EB038444","0092601-0004","SOR040191","220000","10.44","211000425629","10.43912","09/05/08","EXCLUSIVE","10.43912","0.0198698524663454374"
"06/06/08","C0001","SI160469","0042458-0002","Drop earring","1","PAIR","69.6","69.6","585","YG/WG","0","VOLUME","CL 2008-2","13034-BP000541433031","EB038254","0092514-0002","SOR039979","10000","4.16","211000424101","4.16268","17/04/08","CLASSIC","4.16268","0.0198698524663454374"
"06/06/08","C0001","SI160469","0042459-0002","Pendant","1","PCS","51.6","51.6","585","YG/WG","0","VOLUME","CL 2008-2","13035-GP000541433000","EB038254","0092515-0002","SOR039979","20000","3.08","211000424102","3.0849","17/04/08","CLASSIC","3.0849","0.0198698524663454374"
"06/06/08","C0001","SI160469","0042460-0002","Ring ladies","1","PCS","73.8","73.8","585","YG/WG","0","VOLUME","CL 2008-2","13036-LP000541433000","EB038254","0092516-0002","SOR039979","30000","4.91","211000424103","4.9149","17/04/08","CLASSIC","4.9149","0.0198698524663454374"
"06/06/08","C0010","SI160494","0042515-0002","Clip pendant peridot","1","PCS","222.2","222.2","585","WG","0","CUSTOM","GLCOL2008","12857-IP010511333000","EB003080/Collection","0092668-0002","SOR040322","40000","4.4","241000024510","4.39632","22/05/08","GEORGLAUER","4.39632","0.0198698524663454374"
"06/06/08","C0010","SI160494","0042516-0002","Ring ladies peridot","1","PCS","299.3","299.3","585","WG","0","CUSTOM","GLCOL2008","12858-LP010511333000","EB003080/Collection","0092669-0002","SOR040322","50000","10.28","241000024511","10.27632","22/05/08","GEORGLAUER","10.27632","0.0198698524663454374"
"06/06/08","C0010","SI160470","0042534-0003","Bracelet","1","PCS","449.8","449.8","750","RG/WG","0","CUSTOM","GLCOL2008","12876-OP000781333100","EB003053","0092715-0003","SOR040212","25000","15.88","241000024140","15.8796","12/05/08","GEORGLAUER","15.8796","0.0198698524663454374"
"06/06/08","C0010","SI160494","0042564-0002","Pendant","1","PCS","137","137","585","RG/WG","0","CUSTOM","GLCOL2008","12907-GP000581333000","EB003080/Collection","0092730-0002","SOR040322","90000","7.64","241000024515","7.635","22/05/08","GEORGLAUER","7.635","0.0198698524663454374"
"06/06/08","C0001","SI160491","0042606-0005","Earring Omega","1","PAIR","244.3","244.3","585","WG","0","VOLUME","EX 2008-2","13098-AP000511383086","EB038444","0092602-0006","SOR040191","140000","4.39","211000425621","4.39176","09/05/08","EXCLUSIVE","4.39176","0.0198698524663454374"
"06/06/08","C0001","SI160491","0042607-0005","Clip pendant","1","PCS","224.6","224.6","585","WG","0","VOLUME","EX 2008-2","13099-IP000511383000","EB038444","0092603-0006","SOR040191","150000","3.23","211000425622","3.23064","09/05/08","EXCLUSIVE","3.23064","0.0198698524663454374"
"06/06/08","C0001","SI160491","0042608-0005","Ring ladies","1","PCS","246.3","246.3","585","WG","0","VOLUME","EX 2008-2","13100-LP000511383000","EB038444","0092604-0006","SOR040191","160000","5.44","211000425623","5.43908","09/05/08","EXCLUSIVE","5.43908","0.0198698524663454374"
"06/06/08","C0010","SI160489","0042621-0004","Pendant ruby","1","PCS","155.7","155.7","585","YG","0","VOLUME","GLT2008-2","13127-GP001521333000","EB003059","0092627-0004","SOR040258","20000","3.56","241000024182","3.56096","16/05/08","GL-TREND","3.56096","0.0198698524663454374"
"06/06/08","C0010","SI160489","0042622-0003","Ring ladies ruby","1","PCS","197.3","197.3","585","YG","0","VOLUME","GLT2008-2","13128-LP001521333000","EB003059","0092628-0003","SOR040258","10000","7","241000024181","7.00096","16/05/08","GL-TREND","7.00096","0.0198698524663454374"
"06/06/08","C0001","SI160463","0042844-0004","Ring ladies","1","PCS","94.1","94.1","750","YG","0","VOLUME","CL 2008-2","13223-LP000721433000","EB038548/Sample","0092583-0005","SOR040313","20000","4.56","211000426394","4.5564","21/05/08","CLASSIC","4.5564","0.0199370388313705319"
"06/06/08","C0001","SI160491","0042858-0005","Clip pendant","1","PCS","289.2","289.2","585","YG","0","VOLUME","EX 2008-2","13237-IG000527333000","EB038444","0092612-0004","SOR040191","40000","8.5","211000425611","8.5001","09/05/08","EXCLUSIVE","8.5001","0.0198698524663454374"
"06/06/08","C0001","SI160491","0042859-0005","Ring ladies","1","PCS","338.4","338.4","585","YG","0","VOLUME","EX 2008-2","13238-LG000527333000","EB038444","0092613-0004","SOR040191","50000","12.79","211000425612","12.79006","09/05/08","EXCLUSIVE","12.79006","0.0198698524663454374"
"06/06/08","C0197","SI160504","0042895-0002","EARR-WG SINGLE DANGLE PAVE DIA","35","PAIR","167.46","5,861.1","750","WG","0","CUSTOM","MKS-BKK08","A4225-DP000711433115","PO#152799","SKU#1831064","SOR040220","30000","2.99","","2.99","12/05/08","MKS BRAND","3.59794285714285714","0.0305548765582987045"
"06/06/08","C0197","SI160504","0042895-0003","EARR-YG SINGLE DANGLE PAVE DIA","10","PAIR","169.66","1,696.6","750","YG","0","CUSTOM","MKS-BKK08","A4225-DP000727433115","PO#152799","SKU#1831065","SOR040220","40000","3.08","","3.08418300653594771","12/05/08","MKS BRAND","3.6808","0.0305548765582987045"
"06/06/08","C0010","SI160457","0043608-0002","Clip pendant","1","PCS","250.9","250.9","750","RG/WG","0","CUSTOM","LAUDIER 8","12374-IP000781933000","EB003041/Collection","0092841-0002","SOR040147","30000","6.55","241000024083","6.546","06/05/08","LAUDIER","6.546","0.0199370388313705319"
"06/06/08","C0010","SI160495","0043733-0001","Ring ladies","2","PCS","5.6","11.2","Silver","","0","VOLUME","SOL2007-2","11835-LP000100000000","EB003096","0092849-0005","SOR040425","40000","6.03","241000024631","6.03","05/06/08","SOLITAIRE","6.03","0.0198698524663454374"
"06/06/08","C0010","SI160495","0043734-0001","Ring ladies","2","PCS","5.6","11.2","Silver","","0","VOLUME","SOL2007-2","11841-LP000100000000","EB003096","0092852-0005","SOR040425","60000","5.3","241000024633","5.295","05/06/08","SOLITAIRE","5.295","0.0198698524663454374"
"06/06/08","C0010","SI160495","0043736-0001","Ring ladies","2","PCS","5.6","11.2","Silver","","0","VOLUME","SOL2007-2","11853-LP000100000000","EB003096","0092858-0005","SOR040425","100000","8.77","241000024637","8.765","05/06/08","SOLITAIRE","8.765","0.0198698524663454374"
"06/06/08","C0010","SI160495","0043750-0001","Ring ladies","2","PCS","5.6","11.2","Silver","","0","VOLUME","SOL2007-2","11850-LP000100000000","EB003096","0092855-0003","SOR040425","90000","6.63","241000024636","6.63","05/06/08","SOLITAIRE","6.63","0.0198698524663454374"
"06/06/08","C0001","SI160488","0043751-0002","Other","1","PCS","23.4","23.4","750","YG","0","VOLUME","CL-DIV08-3","13569-ZP000727000000","EB038575/Sensitive","0092867-0003","SOR040346","30000","1.3","211000426544","1.3","27/05/08","CLASSIC","1.3","0.0198698524663454374"
"09/06/08","C0150","SI160519","FREIGHT","Freight & Insurance Cost","1","PCS","204","204","","","0","COSTS","CL-DIV08-3","","PO#51268.ML/SAMPLE/VEGAS","0092867-0003","SOR040336","20000","1.3","","0","23/05/08","CLASSIC","0","0.0304092784790495276"
"09/06/08","C0001","SI160506","0035553-0005","Pendant","313","PCS","98.7","30,893.1","750","RG/WG","0","VOLUME","CL 2005-2","08960-GP000781333000","EB038429/Ship direct","0088833-0005","SOR040166","160000","2.59","211000425547","2.58703290734824281","07/05/08","CLASSIC","2.58703290734824281","0.0198698524663454374"
"09/06/08","C0150","SI160515","0037098-0007","Ring ladies DIA FC","6","PCS","91.99","551.94","585","RG/WG","0","VOLUME","CL 2006-2","10090-LP00058143J113","PO#13972.DFL","C1572Z4W2","SOR040236","20000","3.83","","3.82793333333333333","14/05/08","CLASSIC","3.82793333333333333","0.0304092784790495276"
